internal_id,crop_code,implan_category,total_revenue,direct_value_add,total_value_add,direct_jobs,total_jobs
ANT01-IDs,Beans Dry,PPIC_05_OtherField,1.480428932,0.8856041077,1.176319746,0.00000145216706,0.000004569420286
ANT01-IDs,Cotton,PPIC_05_OtherField,1.480428932,0.8856041077,1.176319746,0.00000145216706,0.000004569420286
ANT01-IDs,Field and Grain,PPIC_05_OtherField,1.480428932,0.8856041077,1.176319746,0.00000145216706,0.000004569420286
ANT01-IDs,Safflower,PPIC_05_OtherField,1.480428932,0.8856041077,1.176319746,0.00000145216706,0.000004569420286
ANT01-IDs,Sunflowers,PPIC_05_OtherField,1.480428932,0.8856041077,1.176319746,0.00000145216706,0.000004569420286
ANT01-IDs,Almonds,PPIC_04_Trees,1.619847885,0.6922753711,1.08465709,0.000009068351107,0.00001394577862
ANT01-IDs,Young Perennial,PPIC_04_Trees,1.619847885,0.6922753711,1.08465709,0.000009068351107,0.00001394577862
ANT01-IDs,Grapes,PPIC_04_Trees,1.619847885,0.6922753711,1.08465709,0.000009068351107,0.00001394577862
ANT01-IDs,Orchards,PPIC_04_Trees,1.619847885,0.6922753711,1.08465709,0.000009068351107,0.00001394577862
ANT01-IDs,Pistachios,PPIC_04_Trees,1.619847885,0.6922753711,1.08465709,0.000009068351107,0.00001394577862
ANT01-IDs,Subtropical,PPIC_04_Trees,1.619847885,0.6922753711,1.08465709,0.000009068351107,0.00001394577862
ANT01-IDs,Walnuts,PPIC_04_Trees,1.619847885,0.6922753711,1.08465709,0.000009068351107,0.00001394577862
ANT01-IDs,Berries,PPIC_02_Vegetables,1.703443424,0.5498016867,0.9717958208,0.000004969517285,0.000009910911487
ANT01-IDs,Cucurbits,PPIC_02_Vegetables,1.703443424,0.5498016867,0.9717958208,0.000004969517285,0.000009910911487
ANT01-IDs,Lettuce,PPIC_02_Vegetables,1.703443424,0.5498016867,0.9717958208,0.000004969517285,0.000009910911487
ANT01-IDs,Onions and Garlic,PPIC_02_Vegetables,1.703443424,0.5498016867,0.9717958208,0.000004969517285,0.000009910911487
ANT01-IDs,Potatoes,PPIC_02_Vegetables,1.703443424,0.5498016867,0.9717958208,0.000004969517285,0.000009910911487
ANT01-IDs,Tomatoes,PPIC_02_Vegetables,1.703443424,0.5498016867,0.9717958208,0.000004969517285,0.000009910911487
ANT01-IDs,Truck,PPIC_02_Vegetables,1.703443424,0.5498016867,0.9717958208,0.000004969517285,0.000009910911487
ANT01-IDs,Corn,PPIC_03_Grain,1.733911905,0.5632811674,1.000265955,0.000002067945147,0.000007042516494
ANT01-IDs,Rice,PPIC_03_Grain,1.733911905,0.5632811674,1.000265955,0.000002067945147,0.000007042516494
ANT01-IDs,Alfalfa,PPIC_01_Feed_Crops,1.889589121,0.5784049484,1.111758723,0.00003387735822,0.00004000349872
ANT01-IDs,Pasture,PPIC_01_Feed_Crops,1.889589121,0.5784049484,1.111758723,0.00003387735822,0.00004000349872
ANT02-WAs,Beans Dry,PPIC_05_OtherField,1.480428932,0.8856041077,1.176319746,0.00000145216706,0.000004569420286
ANT02-WAs,Cotton,PPIC_05_OtherField,1.480428932,0.8856041077,1.176319746,0.00000145216706,0.000004569420286
ANT02-WAs,Field and Grain,PPIC_05_OtherField,1.480428932,0.8856041077,1.176319746,0.00000145216706,0.000004569420286
ANT02-WAs,Safflower,PPIC_05_OtherField,1.480428932,0.8856041077,1.176319746,0.00000145216706,0.000004569420286
ANT02-WAs,Sunflowers,PPIC_05_OtherField,1.480428932,0.8856041077,1.176319746,0.00000145216706,0.000004569420286
ANT02-WAs,Almonds,PPIC_04_Trees,1.619847885,0.6922753711,1.08465709,0.000009068351107,0.00001394577862
ANT02-WAs,Young Perennial,PPIC_04_Trees,1.619847885,0.6922753711,1.08465709,0.000009068351107,0.00001394577862
ANT02-WAs,Grapes,PPIC_04_Trees,1.619847885,0.6922753711,1.08465709,0.000009068351107,0.00001394577862
ANT02-WAs,Orchards,PPIC_04_Trees,1.619847885,0.6922753711,1.08465709,0.000009068351107,0.00001394577862
ANT02-WAs,Pistachios,PPIC_04_Trees,1.619847885,0.6922753711,1.08465709,0.000009068351107,0.00001394577862
ANT02-WAs,Subtropical,PPIC_04_Trees,1.619847885,0.6922753711,1.08465709,0.000009068351107,0.00001394577862
ANT02-WAs,Walnuts,PPIC_04_Trees,1.619847885,0.6922753711,1.08465709,0.000009068351107,0.00001394577862
ANT02-WAs,Berries,PPIC_02_Vegetables,1.703443424,0.5498016867,0.9717958208,0.000004969517285,0.000009910911487
ANT02-WAs,Cucurbits,PPIC_02_Vegetables,1.703443424,0.5498016867,0.9717958208,0.000004969517285,0.000009910911487
ANT02-WAs,Lettuce,PPIC_02_Vegetables,1.703443424,0.5498016867,0.9717958208,0.000004969517285,0.000009910911487
ANT02-WAs,Onions and Garlic,PPIC_02_Vegetables,1.703443424,0.5498016867,0.9717958208,0.000004969517285,0.000009910911487
ANT02-WAs,Potatoes,PPIC_02_Vegetables,1.703443424,0.5498016867,0.9717958208,0.000004969517285,0.000009910911487
ANT02-WAs,Tomatoes,PPIC_02_Vegetables,1.703443424,0.5498016867,0.9717958208,0.000004969517285,0.000009910911487
ANT02-WAs,Truck,PPIC_02_Vegetables,1.703443424,0.5498016867,0.9717958208,0.000004969517285,0.000009910911487
ANT02-WAs,Corn,PPIC_03_Grain,1.733911905,0.5632811674,1.000265955,0.000002067945147,0.000007042516494
ANT02-WAs,Rice,PPIC_03_Grain,1.733911905,0.5632811674,1.000265955,0.000002067945147,0.000007042516494
ANT02-WAs,Alfalfa,PPIC_01_Feed_Crops,1.889589121,0.5784049484,1.111758723,0.00003387735822,0.00004000349872
ANT02-WAs,Pasture,PPIC_01_Feed_Crops,1.889589121,0.5784049484,1.111758723,0.00003387735822,0.00004000349872
BND01-FULL,Beans Dry,PPIC_05_OtherField,1.480428932,0.8856041077,1.176319746,0.00000145216706,0.000004569420286
BND01-FULL,Cotton,PPIC_05_OtherField,1.480428932,0.8856041077,1.176319746,0.00000145216706,0.000004569420286
BND01-FULL,Field and Grain,PPIC_05_OtherField,1.480428932,0.8856041077,1.176319746,0.00000145216706,0.000004569420286
BND01-FULL,Safflower,PPIC_05_OtherField,1.480428932,0.8856041077,1.176319746,0.00000145216706,0.000004569420286
BND01-FULL,Sunflowers,PPIC_05_OtherField,1.480428932,0.8856041077,1.176319746,0.00000145216706,0.000004569420286
BND01-FULL,Almonds,PPIC_04_Trees,1.619847885,0.6922753711,1.08465709,0.000009068351107,0.00001394577862
BND01-FULL,Young Perennial,PPIC_04_Trees,1.619847885,0.6922753711,1.08465709,0.000009068351107,0.00001394577862
BND01-FULL,Grapes,PPIC_04_Trees,1.619847885,0.6922753711,1.08465709,0.000009068351107,0.00001394577862
BND01-FULL,Orchards,PPIC_04_Trees,1.619847885,0.6922753711,1.08465709,0.000009068351107,0.00001394577862
BND01-FULL,Pistachios,PPIC_04_Trees,1.619847885,0.6922753711,1.08465709,0.000009068351107,0.00001394577862
